CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
06-04-0028-46,06-040,SANTA ROSA,CASILLAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE PRINCIPAL,4128-0696,BRENDA GRISEL GARCIA BATRES DE DONIS,NADIA FERNANDA DAVILA MAYÉN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-04-0045-46,06-024,SANTA ROSA,CASILLAS,"CENTRO EDUCATIVO AYARZA ""CEA""",ALDEA AYARZA,5322-5227,BAIRON ROMIL FIGUEROA DÍAZ,GLENDA AMARILIS ARRIAGA MEDRANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-04-0046-46,06-040,SANTA ROSA,CASILLAS,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,CABECERA MUNICIPAL,3110-8329,BRENDA GRISEL GARCIA BATRES DE DONIS,AURA ENCARNACIÓN CORTÉZ GARCÍA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-04-0057-46,06-024,SANTA ROSA,CASILLAS,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA AYARZA,5573-7074,BAIRON ROMIL FIGUEROA DÍAZ,JOSÉ MISRRAIN SANTOS BARRERA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-04-2039-46,06-024,SANTA ROSA,CASILLAS,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ALDEA AYARZA,5993-6632,BAIRON ROMIL FIGUEROA DÍAZ,LUIS FERNANDO RIVAS CEBALLOS,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-05-0009-46,06-007,SANTA ROSA,SAN RAFAEL LAS FLORES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,7793-0867,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,JÚNIOR YESMÍN MORALES ESTRADA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-05-0018-46,06-007,SANTA ROSA,SAN RAFAEL LAS FLORES,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLÓN,4732-9234,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-05-0021-46,06-007,SANTA ROSA,SAN RAFAEL LAS FLORES,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLÓN,4732-9234,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-05-0028-46,06-007,SANTA ROSA,SAN RAFAEL LAS FLORES,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLÓN,4732-9234,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-05-0030-46,06-007,SANTA ROSA,SAN RAFAEL LAS FLORES,"LICEO ""SAN RAFAEL""",ZONA 0 BARRIO EL BORBOLLON,4732-9234,MIRNA ARACELY MORALES ALVAREZ DE CAMEY,DARLIN MABEL MIJANGOS ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-06-0016-46,06-008,SANTA ROSA,ORATORIO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA EL MANGÓN,3630-0096,ADELSO FRANCO FLORES,GUSTAVO ADOLFO SILVA HERNANDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-06-0023-46,06-009,SANTA ROSA,ORATORIO,"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""",CABECERA MUNICIPAL,7880-4742,ADELSO FRANCO FLORES,HECTOR MANUEL MORAN DIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-06-0024-46,06-008,SANTA ROSA,ORATORIO,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,4223-1004,ADELSO FRANCO FLORES,FERNANDO ARREDONDO SALAZAR,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-06-0025-46,06-009,SANTA ROSA,ORATORIO,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,"ALDEA LA PROVIDENCIA ORATORIO, SANTA ROSA",4283-0085,ADELSO FRANCO FLORES,ALVIN ALEXANDER ROCA LIMA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-06-0026-46,06-009,SANTA ROSA,ORATORIO,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,"ALDEA LAS CABEZAS ORATORIO, SANTA ROSA",3218-6722,ADELSO FRANCO FLORES,FLOR DE MARIA GARCIA BARCO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-06-0028-46,06-008,SANTA ROSA,ORATORIO,"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""",5ª. AVENIDA Y 1ª. CALLE,7880-4742,ADELSO FRANCO FLORES,BRENDA YADIRA MARROQUÍN MONTENEGRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-06-1797-46,06-008,SANTA ROSA,ORATORIO,"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""",01 CALLE 05-005 ZONA 0 ORATORIO,7880-4742,ADELSO FRANCO FLORES,HECTOR MANUEL MORAN DIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-06-1841-46,06-008,SANTA ROSA,ORATORIO,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CALLE DEL INSTITUTO,4189-8187,ADELSO FRANCO FLORES,FERNANDO ARREDONDO SALAZAR,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-06-1928-46,06-008,SANTA ROSA,ORATORIO,COLEGIO PARTICULAR MIXTO BILINGÜE VILLA REAL,ORATORIO,7880-4742,ADELSO FRANCO FLORES,BRENDA YADIRA MARROQUÍN MONTENEGRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-07-0010-46,06-035,SANTA ROSA,SAN JUAN TECUACO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,5013-4682,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-07-0022-46,06-035,SANTA ROSA,SAN JUAN TECUACO,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,ALDEA SAN LUIS,5013-4682,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-07-0023-46,06-035,SANTA ROSA,SAN JUAN TECUACO,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,4776-6719,JESLIAS ABELINO FELIPE VASQUEZ,MELVIN MORALES GARCÍA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0043-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO MIXTO DE DIVERSIFICADO POR COOPERATIVA,ALDEA CASAS VIEJAS,5824-9852,JOSE DOMINGO SALAZAR CARIAS,RUBELIA LIBY LÓPEZ FLORES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0052-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CABECERA MUNICIPAL INSTALACIONES DE LA EOUM ""EDUARDO PINEDA PIVARAL""",3765-5165,JOSE DOMINGO SALAZAR CARIAS,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0056-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA OJO DE AGUA,4130-6707,JOSE DOMINGO SALAZAR CARIAS,CESAR ARMANDO MARTINEZ ALVAREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0061-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,ALDEA LOS CERRITOS,3675-9054,JOSE DOMINGO SALAZAR CARIAS,GEIDY MARISELA SALAZAR CORTEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0066-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,7885-1774,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0068-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,PARCELAMIENTO EL ASTILLERO,5930-8801,JOSE DOMINGO SALAZAR CARIAS,ADONAI PINEDA DE PAZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0075-46,06-012,SANTA ROSA,CHIQUIMULILLA,"INSTITUTO TECNICO VOCACIONAL MIXTO ""THEODORE SCHULTZ""",BARRIO SAN SEBASTIÁN,7884-9634,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARIA DEL CARMEN SALAZAR RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0076-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO TECNICO INDUSTRIAL DE CHIQUIMULILLA,RESIDENCIALES SAN ÁNGEL,7885-0033,SIRIA ILEANA GONZALEZ REYES DE SIERRA,ARGELIA EDITH MARROQUÍN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0077-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO TECNICO DE COMPUTACIÓN C.T.S,COLONIA VISTA HERMOSA,7885-1522,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0078-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,7885-1585,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0083-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA CASAS VIEJAS,5824-9852,JOSE DOMINGO SALAZAR CARIAS,RUBELIA LIBY LÓPEZ FLORES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0084-46,06-036,SANTA ROSA,CHIQUIMULILLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CURVINA,5417-6640,JOSE DOMINGO SALAZAR CARIAS,NELSY ADRIANA CHÁVEZ MARTÍNEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0088-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSITUTO TÉCNICO INDUSTRIAL DE CHIQUIMULILLA,RESIDENCIALES SAN ANGEL,4115-6575,SIRIA ILEANA GONZALEZ REYES DE SIERRA,ARGELIA EDTIH MARROQUÍN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-08-0089-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S,COLONIA VISTA HERMOSA,7885-1522,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SANTA ROSA
06-08-0090-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,7885-1585,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
06-08-0093-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMATICO CIS""",BARRIO SANTIAGO,7885-1000,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SANTA ROSA
06-08-0094-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,7885-1774,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0095-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO MIXTO BILINGÜE ""LICENCIADO OSMIN PINEDA MELGAR""",COLONIA VISTA HERMOSA,7885-1774,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MARÍA DEL ROSARIO GUERRERO MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SANTA ROSA
06-08-0096-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO PARTICULAR MIXTO CENTRO INTREGRAL SISTEMÁTICO CIS,"3ª. AVENIDA 4-65 ZONA 2, BARRIO SANTIAGO",7885-1000,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,SANTA ROSA
06-08-0257-46,06-012,SANTA ROSA,CHIQUIMULILLA,"""ESCUELA NORMAL PARTICULAR DEL SUR""",BARRIO SAN SEBASTIAN,7884-9706,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LISANDRO ABENAMAR FLORES CARBAJAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0449-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,BARRIO SANTIAGO,7885-1585,SIRIA ILEANA GONZALEZ REYES DE SIERRA,BLANCA MAGNOLIA ALVIZURES GRAJEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-0471-46,06-012,SANTA ROSA,CHIQUIMULILLA,COLEGIO TECNICO DE COMPUTACIÓN C.T.S,COLONIA VISTA HERMOSA,7885-1522,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LUIS ESTUARDO GUDIEL ROBLEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-1156-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMÁTICO CIS""",BARRIO SANTIAGO,7884-9174,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MIRYAM LISBETH HERNÁNDEZ MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-1683-46,06-012,SANTA ROSA,CHIQUIMULILLA,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,"AVENIDA DE INGRESO, BARRIO SANTIAGO",7884-9776,SIRIA ILEANA GONZALEZ REYES DE SIERRA,MIGUEL ANGEL RODRIGUEZ CRISTALES,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-08-1800-46,06-012,SANTA ROSA,CHIQUIMULILLA,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMATICO CIS """,3ª. AVENIDA 4-65 ZONA 2 CHIQUIMULILLA,7884-9174,SIRIA ILEANA GONZALEZ REYES DE SIERRA,IRACEMA HIGINIA MORALES ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0027-46,06-032,SANTA ROSA,TAXISCO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CANDELARIA,4816-5193,MARCO ANTONIO CARBAJAL FALLAS,CLAUDIA MARINA GOMEZ MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-09-0028-46,06-019,SANTA ROSA,TAXISCO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,4296-8893,JOSE ALBERTO LOPEZ PEREZ,CARLOS RAFAEL BARRIENTOS ROLDAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-09-0032-46,06-032,SANTA ROSA,TAXISCO,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA LA CANDELARIA,3061-7107,MARCO ANTONIO CARBAJAL FALLAS,WALFRED ALEXI ESCOBAR ALVARADO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-09-0036-46,06-019,SANTA ROSA,TAXISCO,CENTRO TECNOLOGICO INDUSTRIAL CETI,CABECERA MUNICIPAL,5477-0387,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-09-0037-46,06-019,SANTA ROSA,TAXISCO,"CENTRO TECNOLOGICO INDUSTRIAL ""CETI""",CABECERA MUNICIPAL,5477-0387,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0046-46,06-019,SANTA ROSA,TAXISCO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,7874-9833,JOSE ALBERTO LOPEZ PEREZ,SELVIN MINRAY GUEVARA RIVERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SANTA ROSA
06-09-0050-46,06-019,SANTA ROSA,TAXISCO,"CENTRO TECNOLÓGICO INDUSTRIAL ""CETI""",CALLE PRINCIPAL COLONIA BRISAS DEL MAR,5477-0387,JOSE ALBERTO LOPEZ PEREZ,OSCAR ERNESTO MARTÍNEZ OLIVARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SANTA ROSA
06-09-1389-46,06-019,SANTA ROSA,TAXISCO,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA,CABECERA MUNICIPAL,7874-9833,JOSE ALBERTO LOPEZ PEREZ,SELVIN MINRAY GUEVARA RIVERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-09-1997-46,06-019,SANTA ROSA,TAXISCO,COLEGIO PARTICULAR MIXTO SAN JOSE,CABECERA MUNICIPAL,7727-0602,JOSE ALBERTO LOPEZ PEREZ,GLADYS JANETTE MORALES SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-10-0022-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTÓN BUENA VISTA,5991-0109,JOSE OBDULIO BLANCO MEJIA,ROSBY ETELVIA DÁVILA MOLINA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-10-0030-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,"LICEO MIXTO BILINGÜE ""PEDAGOGICO MODERNO""",ALDEA ESTANZUELAS,4212-4143,JOSE OBDULIO BLANCO MEJIA,HILMA GONZÁLEZ RUANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-10-0040-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,"COLEGIO ""NUESTRA SEÑORA DEL CARMEN""",CANTÓN EL CENTRO,7884-6479,JOSE OBDULIO BLANCO MEJIA,LUIS ENRIQUE LEMUS SANTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-10-0041-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL CUJE,5010-6438,JOSE OBDULIO BLANCO MEJIA,ALMA ELIZABETH CORADO CASTELLANOS,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-10-1256-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,"COLEGIO PARTICULAR MIXTO ""SANTA MARIA""",CANTÓN BARRIOS,5709-1598,JOSE OBDULIO BLANCO MEJIA,ZULEMA CRISTABEL AGUILAR FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-10-1932-46,06-017,SANTA ROSA,SANTA MARIA IXHUATAN,LICEO MIXTO BILINGÜE PEDAGOGICO MODERNO,ALDEA ESTANZUELAS,4212-4143,JOSE OBDULIO BLANCO MEJIA,HILMA GONZÁLEZ RUANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-11-0022-46,06-037,SANTA ROSA,GUAZACAPAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN MIGUEL ORIENTE (ENTRADA A LA COLONIA LOS ALMENDROS),5582-0659,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,SULYVAN CAROLO GODOY ESTRADA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SANTA ROSA
06-11-0043-46,06-037,SANTA ROSA,GUAZACAPAN,"COLEGIO PARTICULAR MIXTO CRISTIANO ""FE VIVA""","CALLE EL COCALITO, ALDEA POZA DE AGUA",4289-9995,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,CESIA BETZABÉ HERNÁNDEZ GÓMEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SANTA ROSA
06-11-0048-46,06-037,SANTA ROSA,GUAZACAPAN,COLEGIO TECNOLÓGICO DE INFORMÁTICA,BARRIO SAN MIGUEL ORIENTE,7884-6329,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,VICTOR MANUEL PÉREZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SANTA ROSA
